Age,Monthly_Salary,Years_at_Company,Work_Life_Balance,Job_Involvement,Overtime,Hours_Worked_Per_Week,Distance_from_Home,Attrition
44,141563,26,3,3,0,66,22,0
59,78277,23,1,3,0,77,29,0
64,65238,3,4,2,0,37,37,0
47,30747,27,2,2,0,31,8,0
58,181989,4,3,4,0,46,34,0
51,50377,26,3,3,0,76,5,0
54,144026,4,3,4,0,52,45,0
23,64956,4,2,1,0,48,34,1
24,126017,8,3,3,0,77,28,0
49,118684,26,2,2,0,48,1,0
49,43557,3,3,2,0,64,2,0
42,195407,23,1,4,0,34,50,0
50,109463,26,2,4,0,73,1,0
24,53292,0,2,4,0,68,37,1
29,39491,31,3,3,1,51,36,0
33,86629,15,3,4,0,38,11,0
33,38123,22,4,2,0,41,51,0
60,84618,27,2,4,0,75,56,1
53,44288,19,3,3,1,72,39,1
30,128850,16,3,3,0,43,4,0
24,109947,35,4,4,0,72,1,0
53,123220,7,3,3,1,72,40,1
64,65091,17,2,3,0,74,13,0
26,150180,12,3,2,0,78,16,0
49,137622,8,3,2,0,78,23,0
28,135730,36,1,3,0,42,51,0
25,102386,29,3,3,1,65,37,1
50,186784,27,3,2,1,38,1,0
40,106214,17,2,4,1,79,29,1
42,166977,19,4,2,1,54,49,1
25,21591,35,4,4,1,69,10,0
62,80159,18,3,3,1,74,17,0
39,164594,4,4,2,0,72,8,0
21,150656,33,3,2,1,46,46,1
57,101689,16,2,3,0,44,47,0
20,154644,27,4,4,0,37,16,0
46,78537,35,4,1,1,31,30,0
58,53061,37,4,4,0,34,36,0
46,111033,29,2,1,0,77,37,1
51,81907,17,3,3,1,31,18,0
51,36151,5,3,3,0,30,55,0
45,112526,25,2,4,0,48,55,0
30,116571,14,4,3,0,40,17,0
32,65813,0,2,2,1,42,47,1
40,177189,16,2,3,0,72,23,0
61,133417,30,1,4,0,41,11,0
43,176555,1,3,2,0,71,47,1
21,169949,35,4,3,0,76,52,0
43,23088,34,3,2,0,77,55,1
57,174251,26,4,2,0,43,31,0
26,67954,2,4,4,0,61,34,1
22,42011,19,4,4,0,64,44,0
49,32839,7,2,4,1,57,40,1
37,83561,28,3,2,1,42,45,1
28,43625,7,3,3,0,72,12,0
32,169553,26,3,3,0,56,14,0
49,117289,25,4,3,0,73,20,0
45,39558,38,2,2,0,62,1,1
39,102307,9,3,3,1,62,55,1
58,51104,29,4,2,0,70,14,0
34,64420,32,2,2,0,67,57,1
43,24061,35,4,4,0,38,14,0
61,184313,19,4,2,0,55,49,0
24,82055,3,3,2,1,34,56,1
59,90593,22,3,3,0,63,38,0
43,195245,28,4,1,0,32,21,0
42,156361,31,4,4,0,58,49,0
27,85180,36,3,3,0,47,44,0
62,22221,36,4,2,0,59,32,0
36,62942,25,3,3,0,44,32,0
28,41635,4,2,3,1,43,56,1
30,71072,23,2,3,0,72,7,0
25,27075,1,3,3,0,69,12,0
57,173450,14,4,2,0,33,13,0
21,55084,39,4,3,1,54,55,0
64,99217,7,3,3,0,49,38,0
48,133257,36,2,4,0,53,29,0
45,147748,36,4,2,0,52,22,0
28,51584,13,4,4,0,74,59,0
60,51245,4,2,3,0,54,41,0
18,24983,8,4,3,0,49,14,0
64,50897,21,3,3,0,43,43,0
55,191674,29,1,3,0,63,47,1
41,105538,32,4,3,0,62,13,0
64,96034,37,1,3,0,46,48,0
48,69411,36,1,3,1,75,5,1
58,98466,37,4,3,0,52,49,0
63,123482,6,2,3,1,45,54,1
43,189198,2,3,3,0,79,14,0
22,112288,39,4,2,0,59,40,0
37,75610,31,4,3,0,37,3,0
58,43925,35,2,4,0,66,2,0
28,187348,18,3,2,0,31,57,0
50,174761,30,1,4,0,33,16,0
55,83942,29,1,3,1,51,40,1
44,35238,36,4,4,0,32,2,0
51,80424,24,3,3,1,57,1,0
32,175879,12,2,3,0,75,28,0
49,31204,11,3,3,0,41,54,0
38,123820,8,2,3,0,44,54,0
63,58567,39,4,3,0,57,12,0
22,186769,8,3,4,0,58,56,0
23,132189,26,3,2,1,62,42,1
55,152602,30,3,4,0,66,7,0
39,44297,5,4,2,1,66,37,1
35,94838,28,4,3,1,30,8,0
31,68906,29,4,3,0,79,11,0
27,60295,37,3,1,0,51,9,0
63,72464,10,4,1,0,39,32,0
30,27223,5,3,3,1,53,28,0
48,164493,38,3,1,1,51,38,1
47,113232,30,3,4,0,60,1,0
20,165138,34,3,2,0,47,28,0
47,41576,11,3,3,0,42,29,0
23,102121,5,2,2,1,60,5,1
46,153212,25,2,3,1,65,19,1
25,79016,36,4,2,0,34,1,0
61,127552,31,3,4,0,71,55,0
62,121975,3,4,1,0,49,36,0
60,192450,39,3,3,1,68,18,0
61,158442,2,1,2,0,36,48,1
50,143505,1,2,2,1,37,35,1
34,32022,19,4,2,0,37,2,0
28,79222,18,2,2,0,76,49,1
30,38328,38,1,3,0,65,16,0
28,22929,11,2,4,0,52,22,0
48,194799,35,3,2,1,44,23,0
45,88919,27,2,2,0,61,22,1
61,72692,8,1,1,0,46,51,1
23,69545,10,4,4,0,42,10,0
58,96647,29,4,2,0,66,52,1
33,199410,1,4,3,0,70,56,1
21,79962,37,4,3,0,68,25,0
52,117435,37,1,3,0,76,56,1
43,43161,32,2,3,1,56,13,0
29,159895,6,2,4,0,56,33,0
28,53089,20,3,2,0,46,49,0
54,80850,11,4,3,0,52,23,0
42,41053,20,3,2,1,61,32,1
35,136381,22,3,2,0,63,26,0
36,37447,5,4,3,0,74,58,0
40,109841,13,3,3,0,59,19,0
55,23111,31,2,3,0,46,5,0
35,78820,12,3,3,0,51,37,0
43,113029,26,1,3,0,48,16,0
23,137949,10,1,1,0,70,45,1
21,131739,31,3,3,0,72,39,0
61,72963,2,4,2,0,64,13,1
46,109000,1,2,3,1,33,29,1
51,192990,29,3,3,0,73,28,0
34,122447,1,4,2,0,61,41,1
60,193614,38,4,3,0,41,40,0
60,88712,28,3,3,0,74,38,0
33,153488,21,2,1,0,53,10,0
19,191508,24,1,3,0,53,53,0
51,161558,18,4,2,0,30,37,0
25,169767,15,1,3,0,78,18,0
30,21229,16,4,3,0,67,59,0
59,193419,26,3,2,0,40,52,0
25,121101,18,3,2,0,43,57,0
47,21363,29,3,4,1,33,6,0
49,122806,13,2,2,1,36,59,1
53,102372,31,4,3,1,58,33,0
64,65869,22,3,1,0,52,44,0
47,69729,35,3,3,0,46,38,0
18,40303,9,1,3,0,66,56,1
60,92853,37,2,4,0,38,28,0
56,23264,28,1,3,0,30,16,0
34,169387,10,3,2,0,60,27,0
37,98229,37,2,1,1,51,56,1
41,102102,14,1,2,1,32,8,1
39,80521,31,4,3,1,59,26,0
46,44811,26,3,3,0,37,44,0
39,53405,37,4,1,0,70,38,1
61,79823,0,4,3,0,75,21,0
26,39856,13,3,3,1,45,46,0
54,135212,2,3,1,0,39,33,1
27,112902,29,3,2,0,47,28,0
53,140347,30,3,2,0,45,51,0
54,198042,0,3,2,1,72,31,1
45,127780,13,3,2,0,34,7,0
45,96174,35,3,3,0,33,58,0
59,106352,35,4,3,0,39,10,0
60,142155,14,4,3,1,64,36,1
38,40598,37,3,3,0,54,54,0
41,62541,24,3,3,0,41,55,0
59,161724,13,3,1,0,37,54,0
57,168035,23,1,3,0,63,43,1
19,134047,1,4,3,0,30,47,0
25,52223,33,3,1,0,46,44,0
44,51024,22,4,2,0,46,11,0
39,142538,7,2,3,1,73,21,1
54,23941,4,3,2,0,66,24,0
44,93923,28,3,4,0,33,55,0
46,94060,32,4,3,0,37,40,0
20,121395,19,4,1,0,39,14,0
61,61617,15,3,4,0,54,32,0
30,110815,36,1,4,0,55,54,0
62,74704,36,3,2,1,66,44,1
27,46025,23,1,2,0,45,17,0
53,103172,28,3,2,0,41,18,0
26,127019,34,3,4,0,64,4,0
44,63224,8,3,3,0,66,52,0
51,33277,21,3,4,0,41,37,0
18,199790,19,3,2,0,64,29,0
49,60995,39,2,4,0,34,44,0
42,134715,3,1,2,1,46,42,1
46,158611,35,4,4,1,55,16,0
24,52853,11,4,2,0,56,42,0
20,177883,22,3,3,0,38,19,0
37,112464,38,4,4,1,33,47,0
37,26909,7,3,4,0,55,30,0
47,113605,9,1,4,1,63,6,1
52,66084,22,2,2,0,63,47,1
52,161820,28,3,3,0,60,19,0
56,90602,31,4,2,1,44,46,1
44,134200,13,2,3,0,45,20,0
43,69408,15,1,4,0,60,10,0
31,31998,38,3,3,0,77,45,0
34,164836,16,1,2,0,73,20,1
35,119751,19,3,1,0,62,9,0
62,196451,11,1,4,0,61,59,1
46,139287,8,1,2,0,74,23,1
37,121647,7,4,4,1,39,39,0
44,198282,36,3,1,1,58,3,0
35,64560,20,2,2,1,79,27,1
21,130716,31,3,3,0,31,21,0
18,143362,36,2,2,1,53,11,1
18,89201,17,4,4,1,53,18,0
43,145955,28,4,2,0,38,35,0
62,128894,6,3,2,0,67,44,1
37,36734,39,3,4,1,62,33,1
40,143107,36,3,2,0,34,36,0
27,153135,5,1,3,1,40,56,1
28,42313,19,3,2,0,40,52,0
58,143304,8,3,3,0,74,35,0
58,178159,8,2,3,1,67,44,1
22,196851,7,3,3,1,74,17,0
18,191253,16,3,2,0,70,59,1
34,169277,23,2,3,0,42,15,0
39,32464,39,4,2,1,62,18,1
51,129086,22,2,2,0,33,52,1
62,47132,32,3,3,0,64,27,0
58,70737,21,3,2,1,35,16,0
46,120584,21,4,1,0,31,23,0
21,55306,26,3,1,0,70,31,1
22,45592,1,2,3,0,32,45,1
28,135131,30,1,4,0,41,37,0
38,64758,12,2,1,0,74,47,1
52,118392,1,4,2,0,31,20,0
29,138078,6,4,1,0,57,33,0
43,26577,10,3,3,0,73,10,0
36,105230,25,4,3,0,34,50,0
62,159335,20,3,2,0,38,51,0
24,102741,14,3,3,0,51,6,0
64,28072,15,4,1,0,41,2,0
24,80814,8,2,2,0,32,23,0
43,136386,20,1,1,0,34,32,1
57,196378,5,4,2,0,78,21,0
22,128538,0,3,3,0,42,42,0
38,156763,30,4,2,0,60,36,0
31,153025,4,3,2,1,32,1,0
21,90499,36,3,3,1,47,45,0
40,113405,25,3,2,0,45,34,0
59,96981,0,4,2,0,31,38,1
37,188831,0,2,4,1,40,34,1
32,171257,28,2,3,1,53,3,0
62,54699,21,3,3,0,58,54,0
46,135799,37,4,3,0,75,12,0
25,119176,18,3,3,0,71,38,0
58,93490,27,4,4,0,71,13,0
36,73739,4,1,2,0,36,43,1
56,75631,20,4,2,1,77,42,1
63,169017,21,3,1,1,48,52,1
45,189366,19,1,2,0,46,55,1
63,32920,11,1,2,0,36,11,0
44,91096,5,4,4,1,32,8,0
21,82358,28,2,3,1,63,14,1
32,175337,39,2,2,1,63,49,1
52,160510,34,4,4,0,62,42,0
54,135434,10,3,1,1,61,31,1
18,90779,32,3,2,0,53,40,0
20,179701,24,1,4,0,76,12,0
64,155157,13,3,4,1,50,25,0
41,102926,28,4,2,0,61,54,1
44,175585,12,3,4,0,56,14,0
57,80084,14,4,2,1,51,31,1
53,106230,7,4,4,0,43,44,0
51,83605,32,3,3,1,43,47,0
46,81666,10,3,3,0,74,4,0
41,128987,14,2,4,0,72,56,1
41,100420,20,3,3,0,40,54,0
59,88412,35,3,2,0,55,47,0
21,71178,5,3,3,0,56,12,0
20,91092,24,1,3,0,49,27,0
51,58009,0,4,3,0,32,18,0
40,134210,32,3,3,0,59,12,0
40,83976,38,3,1,0,46,9,0
62,146202,31,2,3,0,40,4,0
22,183297,1,3,3,1,35,53,1
48,189509,24,3,2,0,30,21,0
58,90935,39,4,1,0,41,56,0
23,127237,32,2,3,1,78,5,1
54,164720,37,3,2,1,61,41,1
27,194008,10,4,3,1,40,44,0
57,191335,18,4,3,0,34,53,0
24,68373,24,3,4,0,67,24,0
56,146680,27,3,4,0,37,18,0
55,66972,9,4,4,0,48,50,0
38,179219,30,1,3,1,51,34,1
37,39295,15,4,3,0,74,4,0
20,26897,17,4,2,0,64,45,1
39,189325,21,4,3,0,62,24,0
64,25838,34,4,4,1,54,54,0
21,99942,11,3,2,0,49,17,0
45,46414,27,1,4,1,66,14,1
29,189820,8,2,3,0,49,2,0
55,81157,29,3,4,0,33,59,0
53,49483,17,3,2,0,38,19,0
64,162585,23,3,3,1,51,18,0
58,195874,18,4,4,1,41,19,0
22,177523,13,2,3,1,48,52,1
30,60909,1,3,2,0,57,13,0
40,68091,10,3,2,0,53,49,0
47,72389,25,4,2,0,75,15,0
54,192035,7,3,1,0,65,44,1
42,98167,2,1,3,0,52,3,0
44,85509,14,3,2,0,61,36,1
31,148104,39,3,2,0,74,12,0
64,52291,12,4,2,0,66,16,0
53,172889,15,3,2,0,41,5,0
56,96968,21,3,2,0,48,14,0
33,104487,32,3,2,1,75,55,1
39,130003,1,3,3,1,52,35,1
38,153631,28,3,4,0,50,3,0
38,34744,33,4,3,0,73,41,0
25,182227,15,4,2,0,32,48,0
33,41021,13,3,2,1,68,2,1
48,102532,38,4,3,0,31,51,0
59,76898,4,4,3,1,43,15,0
27,98723,17,4,3,0,49,59,0
49,73176,25,1,4,0,51,45,0
51,121438,9,3,2,0,63,56,1
26,78399,5,3,2,0,37,12,0
34,169078,13,4,3,1,57,49,0
28,72434,1,2,2,0,44,58,1
49,137298,26,4,2,0,35,59,0
27,133214,8,3,2,1,56,37,1
39,84591,12,3,2,0,78,30,0
34,154141,20,4,3,1,72,7,0
21,26486,1,4,2,0,54,1,0
64,186500,2,3,4,0,38,41,0
42,48800,12,1,3,0,58,38,0
38,111154,20,4,3,0,55,38,0
54,188292,32,1,2,0,66,44,1
55,144322,19,3,2,0,66,58,1
18,31869,35,3,2,1,76,17,1
42,155248,17,3,2,0,65,40,1
53,56454,24,2,4,0,37,28,0
34,145593,37,3,3,1,69,55,1
58,90773,24,3,3,0,52,15,0
41,177525,37,4,1,0,71,30,0
19,76813,14,3,4,0,78,53,0
57,86326,16,3,3,1,64,7,0
32,67595,35,2,2,1,78,15,1
49,61184,28,3,3,0,30,58,0
56,100290,32,1,3,0,53,57,0
23,167681,31,4,2,0,58,37,0
18,140036,7,4,3,0,45,47,0
64,94539,12,3,3,1,34,11,0
40,47068,16,3,2,0,77,55,1
56,66996,20,3,2,0,30,15,0
34,109440,13,1,3,0,62,54,1
51,187906,24,2,3,0,31,55,0
58,171818,23,3,3,0,64,19,0
46,116940,32,3,2,0,46,19,0
26,41407,7,3,4,0,78,45,0
30,118550,27,4,3,0,76,13,0
23,107657,18,3,2,0,30,8,0
23,46403,10,4,2,0,79,4,0
37,31637,9,1,4,1,69,19,1
20,159684,0,2,3,0,78,39,1
34,181482,4,3,2,0,42,50,0
29,156232,15,4,2,0,37,58,0
64,80108,19,2,3,1,41,54,1
62,158800,19,3,2,1,45,3,0
18,83594,27,2,2,1,40,49,1
34,38464,4,4,3,0,67,31,0
20,183015,2,2,4,1,34,26,1
43,50838,29,3,1,0,77,30,0
32,25919,22,4,3,0,62,26,0
53,188164,33,2,3,0,62,25,0
49,27797,27,4,2,0,39,1,0
49,108003,0,3,3,0,56,58,0
21,109272,26,3,3,0,49,57,0
35,154130,33,2,2,0,42,1,0
36,94577,30,3,3,0,43,6,0
60,123638,31,4,3,0,43,57,0
52,145660,6,3,4,1,65,31,1
57,132911,37,3,2,1,70,48,1
31,97557,33,1,3,0,38,24,0
50,47258,3,2,3,0,54,34,0
31,135090,18,2,2,0,31,6,0
51,170431,21,1,3,0,32,28,0
21,111714,28,3,2,0,30,16,0
41,32914,33,2,3,0,51,40,0
46,158608,33,3,2,0,51,26,0
36,141448,2,3,3,1,69,53,1
23,53748,20,2,4,0,61,25,0
50,59448,37,4,3,1,78,9,0
57,66132,20,4,3,0,70,26,0
36,96022,16,2,1,0,74,37,1
18,153456,28,1,4,1,70,42,1
22,195384,32,3,4,0,48,36,0
44,127294,38,3,2,0,60,58,0
33,96323,25,3,3,0,60,27,0
23,185206,6,3,4,1,39,58,0
57,121242,8,3,3,1,75,34,1
30,142347,17,3,4,0,61,41,0
52,80120,0,4,3,0,43,6,0
36,80592,10,4,3,0,65,32,0
29,29885,21,3,4,0,34,48,0
33,169772,31,2,4,0,46,41,0
60,166090,9,3,1,0,32,44,0
27,149006,26,4,2,0,71,2,0
42,115964,11,4,3,0,47,31,0
37,182394,29,4,3,0,35,57,0
48,70073,9,4,4,0,76,5,0
21,92650,11,4,2,0,34,54,0
61,44996,37,3,2,1,55,34,1
40,112290,20,3,4,1,72,46,1
19,197376,26,3,4,1,30,33,0
39,103086,5,3,4,0,49,22,0
54,180321,37,3,1,0,57,23,0
25,146379,7,2,2,0,37,46,1
24,172195,36,3,3,1,62,36,1
31,53095,5,4,4,0,58,45,0
20,112971,33,2,3,0,63,52,1
33,107158,39,2,2,0,48,23,0
36,95821,21,3,3,0,57,52,0
35,110463,28,2,4,0,73,35,1
33,25291,8,4,1,0,38,56,0
25,192265,20,3,3,1,77,35,1
50,133844,31,1,4,0,59,57,0
29,23122,7,4,1,0,57,6,0
28,24876,9,3,3,0,30,50,0
22,77147,22,3,2,0,61,49,1
44,152895,19,3,2,0,64,52,1
29,72652,12,2,3,0,69,32,1
34,122377,21,3,1,1,35,45,1
23,146225,14,1,4,0,74,19,0
50,161459,30,4,4,0,46,27,0
22,122699,31,4,3,1,36,43,0
45,38980,12,4,3,0,77,48,0
31,175296,24,3,4,1,68,14,0
22,27121,20,2,3,0,71,2,0
50,148946,3,3,2,0,70,25,0
58,162953,14,2,2,0,74,28,1
36,103176,20,2,3,0,37,5,0
39,70809,7,1,3,0,72,34,1
22,144032,30,4,3,0,36,54,0
19,97621,9,4,4,0,53,55,0
47,136440,20,3,3,1,47,50,0
64,43097,16,3,3,0,54,22,0
56,22978,4,4,3,0,41,10,0
21,155404,12,3,2,0,42,6,0
50,105573,20,4,3,0,49,3,0
30,35089,11,3,1,0,78,2,0
37,147550,24,2,3,0,49,30,0
24,76804,27,2,2,0,68,9,1
32,174556,1,1,3,0,42,7,0
40,74018,20,4,2,0,62,27,0
31,169220,21,4,3,0,71,53,0
40,147198,1,2,1,0,52,43,1
36,23830,29,1,1,0,54,41,1
46,141388,0,3,2,1,44,55,1
37,88494,12,4,3,0,43,51,0
46,145200,2,3,3,0,63,34,1
41,45998,19,4,4,0,78,6,0
35,87076,4,4,3,1,48,31,0
27,181749,1,4,3,0,75,29,0
58,49101,25,3,3,0,62,27,0
25,140155,28,4,3,1,45,43,0
43,27053,17,4,4,1,51,23,0
46,156742,8,4,3,0,44,9,0
27,128994,21,4,1,1,39,31,1
34,132566,27,3,2,0,35,59,0
19,133651,11,4,2,0,30,57,0
23,161353,36,4,2,0,43,43,0
22,73341,17,3,3,0,67,56,0
45,88069,33,3,3,1,33,59,0
58,161828,2,1,3,0,36,50,1
22,85323,4,4,3,0,40,2,0
35,110610,22,3,2,0,30,41,0
43,104338,12,3,2,0,68,24,0
37,168120,23,2,3,1,65,53,1
58,29876,27,3,2,0,66,26,0
44,122591,16,4,2,0,71,39,1
29,35171,5,2,2,0,47,48,1
24,62204,26,4,3,0,34,26,0
20,156238,28,3,1,1,69,31,1
27,105794,11,4,3,0,69,39,0
51,63734,34,3,3,0,37,28,0
42,111251,4,3,1,0,43,7,0
52,147539,1,4,4,1,72,11,1
33,116621,10,3,3,0,31,5,0
19,65078,3,4,3,1,66,16,0
41,47778,21,3,3,1,31,53,0
27,171996,0,2,2,0,48,53,1
55,65832,15,4,2,1,52,22,0
39,128540,1,3,4,0,47,47,0
43,86243,26,4,4,0,71,52,0
60,176120,11,4,4,0,73,57,0
56,52815,4,1,2,1,58,34,1
44,54682,4,2,3,1,52,2,0
46,37489,21,3,2,0,42,4,0
64,137868,12,1,2,0,59,31,1
55,133694,15,3,2,0,35,22,0
37,77701,25,3,2,1,72,44,1
44,168023,8,2,2,1,66,24,1
58,162524,31,4,3,0,71,43,0
37,48635,18,3,3,0,76,51,0
61,119332,35,3,4,0,55,50,0
36,179005,27,2,3,0,53,46,0
37,185653,14,4,2,0,66,38,1
52,189353,8,1,2,0,71,43,1
64,138214,15,1,2,0,66,2,1
19,172259,5,4,3,0,44,42,0
47,42953,7,1,4,0,41,12,0
51,184890,32,2,3,0,41,36,0
39,175774,31,4,3,0,54,50,0
20,26278,35,3,3,0,39,11,0
23,195638,35,3,2,1,34,55,1
32,79722,33,3,3,0,62,29,0
44,38036,1,2,3,0,64,2,1
27,133031,12,3,1,0,57,1,0
26,175655,9,4,3,0,36,35,0
50,90244,37,3,4,1,43,47,0
49,160548,6,4,4,0,73,48,0
23,90854,2,1,4,1,71,53,1
58,114805,26,3,2,0,48,28,0
53,189699,13,3,4,1,64,24,0
19,196513,29,4,2,0,49,24,0
46,141303,33,4,2,1,48,52,1
21,175826,22,3,2,0,48,10,0
18,39979,16,3,2,0,61,44,1
36,90446,14,1,4,1,73,42,1
43,56022,6,4,3,1,37,31,0
42,24453,2,4,3,1,78,44,1
27,71575,8,3,4,1,56,51,0
32,77260,2,4,3,0,62,2,0
39,111862,34,4,3,0,63,30,0
38,191777,39,3,2,0,52,54,0
39,74029,7,3,4,1,59,16,0
53,155249,25,4,3,0,72,50,0
51,88965,14,4,3,1,73,27,0
47,52952,4,3,3,1,59,11,0
42,140825,12,3,3,1,36,4,0
62,147005,14,2,3,0,31,22,0
45,149959,38,4,3,1,39,42,0
18,91710,11,3,3,0,51,3,0
62,41796,34,4,4,0,34,59,0
21,97413,7,2,4,0,62,18,0
24,37722,9,3,3,0,71,32,0
26,132761,33,4,3,0,40,10,0
53,99098,7,2,3,1,31,23,0
36,92082,21,3,3,0,53,41,0
18,45258,11,4,3,0,53,24,0
27,31706,21,3,2,0,52,58,0
53,48943,26,3,3,0,64,27,0
26,84324,17,3,3,1,78,9,0
62,42315,18,4,3,0,77,18,0
63,30352,4,2,4,0,31,37,0
59,54497,15,4,2,0,69,48,1
49,95145,9,3,3,0,70,32,0
49,196046,18,4,2,1,43,23,0
23,118322,0,4,3,1,59,48,1
55,140659,21,3,2,1,51,26,0
34,47228,16,3,2,0,33,2,0
27,135152,34,1,2,0,43,26,0
44,28882,38,4,3,0,44,19,0
52,167340,8,4,4,1,55,41,0
38,90846,4,3,2,0,35,30,0
42,44463,8,4,3,0,44,19,0
45,96789,10,3,4,1,58,2,0
64,105940,13,2,3,0,58,34,0
32,29827,39,2,3,1,46,54,1
21,184134,23,4,3,0,59,35,0
46,110690,19,3,3,0,35,47,0
26,158312,32,3,2,1,31,43,1
44,148743,3,4,4,0,72,30,0
43,21585,15,3,2,0,73,1,0
36,72532,24,4,3,1,55,59,0
45,161613,0,4,3,0,54,3,0
34,25427,23,3,4,0,54,27,0
60,112283,2,4,2,0,46,4,0
58,101156,31,3,3,0,60,30,0
59,29033,33,4,4,0,65,35,0
37,182142,24,4,3,1,44,36,0
62,132458,2,1,4,0,71,44,1
57,148767,6,4,4,0,72,7,0
56,32199,34,3,2,0,77,40,1
40,163848,28,3,4,0,69,43,0
64,173799,39,4,3,0,33,54,0
49,22931,24,2,4,0,71,36,1
64,100379,27,1,2,1,39,51,1
50,25699,23,2,2,0,51,2,0
63,178393,4,3,3,0,52,50,0
22,81032,26,4,3,0,65,55,0
60,27636,9,3,4,1,71,17,0
51,87396,11,4,1,0,36,51,0
57,140249,17,2,3,1,79,11,1
28,135618,37,4,3,0,35,21,0
20,34989,7,4,4,0,48,54,0
50,71086,37,3,2,1,72,45,1
28,56062,29,4,2,1,69,35,1
33,50398,8,1,3,0,78,43,1
35,90283,24,4,3,0,46,2,0
47,122696,29,1,4,1,67,15,1
27,90774,1,4,3,1,71,57,1
35,22834,16,2,3,1,55,21,0
55,68203,6,1,2,1,50,50,1
36,65676,21,3,3,0,48,20,0
53,46230,9,2,2,0,72,49,1
30,92652,25,3,3,0,31,34,0
63,88464,12,3,1,0,78,15,0
20,113715,27,2,2,0,61,46,1
27,173206,35,4,3,0,68,18,0
55,28190,10,3,1,0,49,52,0
18,109364,8,2,2,1,79,56,1
44,155422,15,3,2,1,52,14,0
63,54055,16,3,3,0,79,35,0
25,194758,4,2,3,0,50,4,0
63,101572,4,3,2,0,47,32,0
59,179772,37,1,3,0,73,33,1
34,92146,30,3,3,0,34,28,0
26,127554,1,4,4,0,35,14,0
23,180492,26,2,2,1,76,14,1
60,45177,18,4,1,1,58,37,1
42,113386,24,2,2,1,71,54,1
56,190723,37,2,3,0,44,23,0
45,74339,12,4,3,1,34,20,0
50,69282,28,1,2,0,64,46,1
54,192142,18,1,3,0,55,46,0
26,112683,34,3,3,0,72,58,0
35,121038,24,1,2,1,75,49,1
38,176478,8,3,4,0,40,6,0
19,78009,34,3,3,1,59,33,0
60,21066,14,2,3,1,46,46,1
55,72940,21,4,3,0,56,5,0
57,70469,12,2,1,0,65,34,1
53,134972,29,2,3,1,76,24,1
60,174422,20,4,2,1,76,16,1
54,155186,24,3,1,1,37,38,1
32,131138,24,3,4,0,76,58,0
45,144648,39,3,3,0,48,27,0
35,85133,21,4,1,0,33,47,0
51,41245,2,3,4,0,35,53,0
39,128574,8,3,4,1,34,11,0
28,63266,23,4,3,0,35,30,0
30,109762,31,4,2,0,51,42,0
21,163667,16,4,3,1,42,49,0
39,113254,23,4,3,0,76,39,0
24,59218,7,1,2,1,71,56,1
60,176215,5,3,2,0,63,12,0
41,197250,8,2,2,1,42,56,1
21,27787,14,2,3,0,78,42,1
45,65286,23,4,2,1,71,44,1
32,20081,10,4,2,1,77,44,1
18,23005,30,4,3,0,75,8,0
20,93944,12,3,2,0,49,32,0
31,151406,29,3,3,0,64,38,0
55,143438,24,3,3,1,74,11,0
18,96639,11,4,2,0,30,26,0
55,78217,20,1,3,0,55,57,0
55,127248,23,3,1,0,67,36,1
38,130257,25,3,3,0,70,19,0
46,45169,11,4,3,0,59,52,0
22,129247,36,2,3,0,47,11,0
27,174524,20,4,2,0,61,47,1
45,177326,22,4,2,1,54,35,1
38,77110,0,4,2,0,68,2,1
24,77253,9,1,3,0,65,57,1
20,95210,34,3,2,0,75,34,1
62,102702,37,2,3,0,39,30,0
64,112246,27,3,3,0,33,32,0
37,171042,0,3,2,0,36,5,0
36,154866,7,4,3,0,65,17,0
52,49184,22,2,2,1,39,54,1
21,131178,19,1,3,0,66,26,0
22,58365,31,3,4,0,33,45,0
18,51217,22,3,4,1,35,42,0
21,25051,6,4,3,1,49,7,0
29,102662,10,4,2,1,37,48,1
44,163947,7,3,4,0,58,41,0
59,89891,13,2,4,0,64,1,0
40,171064,13,3,2,0,46,5,0
42,137959,35,3,2,1,47,30,0
38,126589,39,4,2,0,46,13,0
41,78475,26,3,4,0,70,22,0
42,51074,19,4,1,0,42,7,0
62,88052,37,4,2,0,49,32,0
63,42622,24,4,4,1,50,24,0
49,134778,28,2,3,0,44,17,0
49,133707,13,4,3,0,66,43,0
22,112543,27,4,2,0,34,21,0
53,60982,29,3,1,0,38,16,0
63,196150,14,4,2,0,77,38,1
59,137993,20,1,3,1,51,21,0
59,83798,11,4,4,1,44,57,0
56,172908,10,2,3,0,79,6,0
33,88083,38,3,3,0,70,37,0
50,123227,5,4,2,0,50,5,0
38,48130,2,2,3,0,70,52,1
26,85995,14,2,2,0,59,54,1
23,87772,33,2,2,1,60,11,1
62,171902,3,3,3,1,77,58,1
52,86116,33,1,4,0,60,58,0
56,165511,37,4,4,0,42,9,0
39,155787,38,4,3,0,35,27,0
58,177179,5,3,2,0,46,1,0
22,63394,21,1,1,0,54,56,1
59,113103,36,2,2,0,42,57,1
40,58665,31,1,4,0,42,49,0
34,183497,27,1,1,1,78,40,1
29,192504,25,3,3,1,59,36,0
40,150753,3,3,4,0,36,53,0
33,195021,9,3,3,1,34,53,0
20,104360,26,3,1,0,72,9,0
47,128889,19,3,3,0,48,11,0
39,108604,35,3,3,0,42,49,0
26,154741,4,2,3,0,79,58,1
46,99918,16,3,3,1,77,25,0
